,Business Id,Account name,Account Full Name,Account type
566,8,Disposal Fees,Disposal Fees,Expenses
567,8,Equipment Rental,Equipment Rental,Expenses
568,8,Uncategorized Income,Uncategorized Income,Income
569,8,Uncategorized Expense,Uncategorized Expense,Expenses
570,8,Uncategorized Asset,Uncategorized Asset,Other Current Assets
571,8,Accounts Payable (A/P),Accounts Payable (A/P),Accounts payable (A/P)
572,8,Providing financial planning services,Providing financial planning services,Income
573,8,Checking,Checking,Bank
574,8,Savings,Savings,Bank
575,8,Truck,Truck,Fixed Assets
576,8,Original Cost,Original Cost,Fixed Assets
577,8,Depreciation,Depreciation,Fixed Assets
578,8,Depreciation,Depreciation,Other Expense
579,8,Mastercard,Mastercard,Credit Card
580,8,Visa,Visa,Credit Card
581,8,Loan Payable,Loan Payable,Other Current Liabilities
582,8,Notes Payable,Notes Payable,Long Term Liabilities
583,8,Providing dealing services,Providing dealing services,Income
584,8,Job Materials,Job Materials,Income
585,8,Decks and Patios,Decks and Patios,Income
586,8,Providing support services for financial,Providing support services for financial,Income
587,8,Providing financing related to securities,Providing financing related to securities,Income
588,8,Providing support for money investment securities,Providing support for money investment securities,Income
589,8,Labor,Labor,Income
590,8,Installation,Installation,Income
591,8,Maintenance and Repair,Maintenance and Repair,Income
592,8,Providing financial investment management services,Providing financial investment management services,Income
593,8,Automobile,Automobile,Expenses
594,8,Fuel,Fuel,Expenses
595,8,Workers Compensation,Workers Compensation,Expenses
596,8,Job Expenses,Job Expenses,Expenses
597,8,Cost of Labor,Cost of Labor,Expenses
598,8,Installation,Installation,Expenses
599,8,Maintenance and Repairs,Maintenance and Repairs,Expenses
600,8,Equipment Repairs,Equipment Repairs,Expenses
601,8,Gas and Electric,Gas and Electric,Expenses
602,8,Telephone,Telephone,Expenses
603,8,Purchases,Purchases,Expenses
604,8,Providing support for money management,Providing support for money management,Income
605,8,Providing trust and fiduciary services,Providing trust and fiduciary services,Income
606,8,Providing brokerage services,Providing brokerage services,Income
607,8,Design income,Design income,Income
608,8,Other Income,Other Income,Income
609,8,Accounts Receivable (A/R),Accounts Receivable (A/R),Accounts receivable (A/R)
610,8,Billable Expense Income,Billable Expense Income,Income
611,8,Discounts given,Discounts given,Income
612,8,Unapplied Cash Payment Income,Unapplied Cash Payment Income,Income
613,8,Unapplied Cash Bill Payment Expense,Unapplied Cash Bill Payment Expense,Expenses
614,8,Arizona Dept. of Revenue Payable,Arizona Dept. of Revenue Payable,Other Current Liabilities
615,8,Board of Equalization Payable,Board of Equalization Payable,Other Current Liabilities
616,8,Services,Services,Income
617,8,Retained Earnings,Retained Earnings,Equity
618,8,Prepaid Expenses,Prepaid Expenses,Other Current Assets
619,8,Undeposited Funds,Undeposited Funds,Other Current Assets
620,8,Equipment Rental,Equipment Rental,Expenses
621,8,Fees Billed,Fees Billed,Income
622,8,Refunds-Allowances,Refunds-Allowances,Income
623,8,Job Materials,Job Materials,Expenses
624,8,Decks and Patios,Decks and Patios,Expenses
625,8,Providing support services for commodity markets,Providing support services for commodity markets,Income
626,8,Providing financing related to securities,Providing financing related to securities,Income
627,8,Providing support for money investment securities,Providing support for money investment securities,Income
628,8,Permits,Permits,Expenses
629,8,Accounting,Accounting,Expenses
630,9,Bookkeeper,Bookkeeper,Expenses
631,9,Lawyer,Lawyer,Expenses
632,9,Maintenance and Repair,Maintenance and Repair,Expenses
633,9,Building Repairs,Building Repairs,Expenses
634,9,Computer Repairs,Computer Repairs,Expenses
635,9,Advertising,Advertising,Expenses
636,9,Bank Charges,Bank Charges,Expenses
637,9,Commissions & fees,Commissions & fees,Expenses
638,9,Dues & Subscriptions,Dues & Subscriptions,Expenses
639,9,Insurance,Insurance,Expenses
640,9,Legal & Professional Fees,Legal & Professional Fees,Expenses
641,9,Meals and Entertainment,Meals and Entertainment,Expenses
642,9,Miscellaneous,Miscellaneous,Other Expense
643,9,Office Expenses,Office Expenses,Expenses
644,9,Promotional,Promotional,Expenses
645,9,Rent or Lease,Rent or Lease,Expenses
646,9,Repair & Maintenance (deleted),Repair & Maintenance (deleted),Expenses
647,9,Stationery & Printing,Stationery & Printing,Expenses
648,9,Supplies,Supplies,Expenses
649,9,Taxes & Licenses,Taxes & Licenses,Expenses
650,9,Travel,Travel,Expenses
651,9,Travel Meals,Travel Meals,Expenses
652,9,Utilities,Utilities,Expenses
653,9,Interest Earned,Interest Earned,Other Income
654,9,Other Portfolio Income,Other Portfolio Income,Other Income
655,9,Penalties & Settlements,Penalties & Settlements,Other Expense
656,9,Disposal Fees,Disposal Fees,Expenses
657,9,Equipment Rental,Equipment Rental,Expenses
658,9,Uncategorized Income,Uncategorized Income,Income
659,9,Uncategorized Expense,Uncategorized Expense,Expenses
660,9,Uncategorized Asset,Uncategorized Asset,Other Current Assets
661,9,Accounts Payable (A/P),Accounts Payable (A/P),Accounts payable (A/P)
662,9,Youth community center services,Youth community center services,Income
663,9,Checking,Checking,Bank
664,9,Savings,Savings,Bank
665,9,Truck,Truck,Fixed Assets
666,9,Original Cost,Original Cost,Fixed Assets
667,9,Depreciation,Depreciation,Fixed Assets
668,9,Depreciation,Depreciation,Other Expense
669,9,Mastercard,Mastercard,Credit Card
670,9,Visa,Visa,Credit Card
671,9,Loan Payable,Loan Payable,Other Current Liabilities
672,9,Notes Payable,Notes Payable,Long Term Liabilities
673,9,Child abuse prevention services,Child abuse prevention services,Income
674,9,Job Materials,Job Materials,Income
675,9,Decks and Patios,Decks and Patios,Income
676,9,Abandoned infant assistance,Abandoned infant assistance,Income
677,9,Teen outreach services,Teen outreach services,Income
678,9,Children and youth recreational programs,Children and youth recreational programs,Income
679,9,Labor,Labor,Income
680,9,Installation,Installation,Income
681,9,Maintenance and Repair,Maintenance and Repair,Income
682,9,Self-help programs for teens,Self-help programs for teens,Income
683,9,Automobile,Automobile,Expenses
684,9,Fuel,Fuel,Expenses
685,9,Workers Compensation,Workers Compensation,Expenses
686,9,Job Expenses,Job Expenses,Expenses
687,9,Cost of Labor,Cost of Labor,Expenses
688,9,Installation,Installation,Expenses
689,9,Maintenance and Repairs,Maintenance and Repairs,Expenses
690,9,Equipment Repairs,Equipment Repairs,Expenses
691,9,Gas and Electric,Gas and Electric,Expenses
692,9,Telephone,Telephone,Expenses
693,9,Purchases,Purchases,Expenses
694,9,Youth guidance services,Youth guidance services,Income
695,9,Adoption placement services,Adoption placement services,Income
696,9,Child guidance services,Child guidance services,Income
697,9,Design income,Design income,Income
698,9,Other Income,Other Income,Income
699,9,Accounts Receivable (A/R),Accounts Receivable (A/R),Accounts receivable (A/R)
700,9,Billable Expense Income,Billable Expense Income,Income
701,9,Discounts given,Discounts given,Income
702,9,Unapplied Cash Payment Income,Unapplied Cash Payment Income,Income
703,9,Unapplied Cash Bill Payment Expense,Unapplied Cash Bill Payment Expense,Expenses
704,9,Arizona Dept. of Revenue Payable,Arizona Dept. of Revenue Payable,Other Current Liabilities
705,9,Board of Equalization Payable,Board of Equalization Payable,Other Current Liabilities
706,9,Services,Services,Income
707,9,Retained Earnings,Retained Earnings,Equity
708,9,Prepaid Expenses,Prepaid Expenses,Other Current Assets
709,9,Undeposited Funds,Undeposited Funds,Other Current Assets
710,9,Equipment Rental,Equipment Rental,Expenses
711,9,Fees Billed,Fees Billed,Income
712,9,Refunds-Allowances,Refunds-Allowances,Income
713,9,Job Materials,Job Materials,Expenses
714,9,Decks and Patios,Decks and Patios,Expenses
715,9,Foster care placement services,Foster care placement services,Income
716,9,Teen outreach services,Teen outreach services,Income
717,9,Children and youth recreational programs,Children and youth recreational programs,Income
718,9,Permits,Permits,Expenses
719,9,Accounting,Accounting,Expenses
720,10,Bookkeeper,Bookkeeper,Expenses
721,10,Lawyer,Lawyer,Expenses
722,10,Maintenance and Repair,Maintenance and Repair,Expenses
723,10,Building Repairs,Building Repairs,Expenses
724,10,Computer Repairs,Computer Repairs,Expenses
725,10,Advertising,Advertising,Expenses
726,10,Bank Charges,Bank Charges,Expenses
727,10,Commissions & fees,Commissions & fees,Expenses
728,10,Dues & Subscriptions,Dues & Subscriptions,Expenses
729,10,Insurance,Insurance,Expenses
730,10,Legal & Professional Fees,Legal & Professional Fees,Expenses
731,10,Meals and Entertainment,Meals and Entertainment,Expenses
732,10,Miscellaneous,Miscellaneous,Other Expense
733,10,Office Expenses,Office Expenses,Expenses
734,10,Promotional,Promotional,Expenses
735,10,Rent or Lease,Rent or Lease,Expenses
736,10,Repair & Maintenance (deleted),Repair & Maintenance (deleted),Expenses
737,10,Stationery & Printing,Stationery & Printing,Expenses
738,10,Supplies,Supplies,Expenses
739,10,Taxes & Licenses,Taxes & Licenses,Expenses
740,10,Travel,Travel,Expenses
741,10,Travel Meals,Travel Meals,Expenses
742,10,Utilities,Utilities,Expenses
743,10,Interest Earned,Interest Earned,Other Income
744,10,Other Portfolio Income,Other Portfolio Income,Other Income
745,10,Penalties & Settlements,Penalties & Settlements,Other Expense
746,10,Disposal Fees,Disposal Fees,Expenses
747,10,Equipment Rental,Equipment Rental,Expenses
748,10,Uncategorized Income,Uncategorized Income,Income
749,10,Uncategorized Expense,Uncategorized Expense,Expenses
750,10,Uncategorized Asset,Uncategorized Asset,Other Current Assets
751,10,Accounts Payable (A/P),Accounts Payable (A/P),Accounts payable (A/P)
752,10,Database management,Database management,Income
753,10,Checking,Checking,Bank
754,10,Savings,Savings,Bank
755,10,Truck,Truck,Fixed Assets
756,10,Original Cost,Original Cost,Fixed Assets
757,10,Depreciation,Depreciation,Fixed Assets
758,10,Depreciation,Depreciation,Other Expense
759,10,Mastercard,Mastercard,Credit Card
760,10,Visa,Visa,Credit Card
761,10,Loan Payable,Loan Payable,Other Current Liabilities
762,10,Notes Payable,Notes Payable,Long Term Liabilities
763,10,Data processing,Data processing,Income
764,10,Job Materials,Job Materials,Income
765,10,Decks and Patios,Decks and Patios,Income
766,10,Application service provider services,Application service provider services,Income
767,10,Business process management,Business process management,Income
768,10,Application service provisioning,Application service provisioning,Income
769,10,Labor,Labor,Income
770,10,Installation,Installation,Income
771,10,Maintenance and Repair,Maintenance and Repair,Income
772,10,Web hosting,Web hosting,Income
773,10,Automobile,Automobile,Expenses
774,10,Fuel,Fuel,Expenses
775,10,Workers Compensation,Workers Compensation,Expenses
776,10,Job Expenses,Job Expenses,Expenses
777,10,Cost of Labor,Cost of Labor,Expenses
778,10,Installation,Installation,Expenses
779,10,Maintenance and Repairs,Maintenance and Repairs,Expenses
780,10,Equipment Repairs,Equipment Repairs,Expenses
781,10,Gas and Electric,Gas and Electric,Expenses
782,10,Telephone,Telephone,Expenses
783,10,Purchases,Purchases,Expenses
784,10,Data storage and management services,Data storage and management services,Income
785,10,Application hosting,Application hosting,Income
786,10,Data processing computer services,Data processing computer services,Income
787,10,Design income,Design income,Income
788,10,Other Income,Other Income,Income
789,10,Accounts Receivable (A/R),Accounts Receivable (A/R),Accounts receivable (A/R)
790,10,Billable Expense Income,Billable Expense Income,Income
791,10,Discounts given,Discounts given,Income
792,10,Unapplied Cash Payment Income,Unapplied Cash Payment Income,Income
793,10,Unapplied Cash Bill Payment Expense,Unapplied Cash Bill Payment Expense,Expenses
794,10,Arizona Dept. of Revenue Payable,Arizona Dept. of Revenue Payable,Other Current Liabilities
795,10,Board of Equalization Payable,Board of Equalization Payable,Other Current Liabilities
796,10,Services,Services,Income
797,10,Retained Earnings,Retained Earnings,Equity
798,10,Prepaid Expenses,Prepaid Expenses,Other Current Assets
799,10,Undeposited Funds,Undeposited Funds,Other Current Assets
800,10,Equipment Rental,Equipment Rental,Expenses
801,10,Fees Billed,Fees Billed,Income
802,10,Refunds-Allowances,Refunds-Allowances,Income
803,10,Job Materials,Job Materials,Expenses
804,10,Decks and Patios,Decks and Patios,Expenses
805,10,Data entry services,Data entry services,Income
806,10,Business process management,Business process management,Income
807,10,Application service provisioning,Application service provisioning,Income
808,10,Permits,Permits,Expenses
809,10,Accounting,Accounting,Expenses
810,11,Bookkeeper,Bookkeeper,Expenses
811,11,Lawyer,Lawyer,Expenses
812,11,Maintenance and Repair,Maintenance and Repair,Expenses
813,11,Building Repairs,Building Repairs,Expenses
814,11,Computer Repairs,Computer Repairs,Expenses
815,11,Advertising,Advertising,Expenses
816,11,Bank Charges,Bank Charges,Expenses
817,11,Commissions & fees,Commissions & fees,Expenses
818,11,Dues & Subscriptions,Dues & Subscriptions,Expenses
819,11,Insurance,Insurance,Expenses
820,11,Legal & Professional Fees,Legal & Professional Fees,Expenses
821,11,Meals and Entertainment,Meals and Entertainment,Expenses
822,11,Miscellaneous,Miscellaneous,Other Expense
823,11,Office Expenses,Office Expenses,Expenses
824,11,Promotional,Promotional,Expenses
825,11,Rent or Lease,Rent or Lease,Expenses
826,11,Repair & Maintenance (deleted),Repair & Maintenance (deleted),Expenses
827,11,Stationery & Printing,Stationery & Printing,Expenses
828,11,Supplies,Supplies,Expenses
829,11,Taxes & Licenses,Taxes & Licenses,Expenses
830,11,Travel,Travel,Expenses
831,11,Travel Meals,Travel Meals,Expenses
832,11,Utilities,Utilities,Expenses
833,11,Interest Earned,Interest Earned,Other Income
834,11,Other Portfolio Income,Other Portfolio Income,Other Income
835,11,Penalties & Settlements,Penalties & Settlements,Other Expense
836,11,Disposal Fees,Disposal Fees,Expenses
837,11,Equipment Rental,Equipment Rental,Expenses
838,11,Uncategorized Income,Uncategorized Income,Income
839,11,Uncategorized Expense,Uncategorized Expense,Expenses
840,11,Uncategorized Asset,Uncategorized Asset,Other Current Assets
841,11,Accounts Payable (A/P),Accounts Payable (A/P),Accounts payable (A/P)
842,11,Nitrogen manufacturing,Nitrogen manufacturing,Income
843,11,Checking,Checking,Bank
844,11,Savings,Savings,Bank
845,11,Truck,Truck,Fixed Assets
846,11,Original Cost,Original Cost,Fixed Assets
847,11,Depreciation,Depreciation,Fixed Assets
848,11,Depreciation,Depreciation,Other Expense
849,11,Mastercard,Mastercard,Credit Card
850,11,Visa,Visa,Credit Card
851,11,Loan Payable,Loan Payable,Other Current Liabilities
852,11,Notes Payable,Notes Payable,Long Term Liabilities
853,11,Helium manufacturing,Helium manufacturing,Income
854,11,Job Materials,Job Materials,Income
855,11,Decks and Patios,Decks and Patios,Income
856,11,Manufacturing industrial inorganic gases,Manufacturing industrial inorganic gases,Income
857,11,Acetylene manufacturing,Acetylene manufacturing,Income
858,11,Industrial manufacturing,Industrial manufacturing,Income
859,11,Labor,Labor,Income
860,11,Installation,Installation,Income
861,11,Maintenance and Repair,Maintenance and Repair,Income
862,11,Carbon dioxide manufacturing,Carbon dioxide manufacturing,Income
863,11,Automobile,Automobile,Expenses
864,11,Fuel,Fuel,Expenses
865,11,Workers Compensation,Workers Compensation,Expenses
866,11,Job Expenses,Job Expenses,Expenses
867,11,Cost of Labor,Cost of Labor,Expenses
868,11,Installation,Installation,Expenses
869,11,Maintenance and Repairs,Maintenance and Repairs,Expenses
870,11,Equipment Repairs,Equipment Repairs,Expenses
871,11,Gas and Electric,Gas and Electric,Expenses
872,11,Telephone,Telephone,Expenses
873,11,Purchases,Purchases,Expenses
874,11,Fluorocarbon gases manufacturing,Fluorocarbon gases manufacturing,Income
875,11,Manufacturing industrial organic gases,Manufacturing industrial organic gases,Income
876,11,Oxygen manufacturing,Oxygen manufacturing,Income
877,11,Design income,Design income,Income
878,11,Other Income,Other Income,Income
879,11,Accounts Receivable (A/R),Accounts Receivable (A/R),Accounts receivable (A/R)
880,11,Billable Expense Income,Billable Expense Income,Income
881,11,Discounts given,Discounts given,Income
882,11,Unapplied Cash Payment Income,Unapplied Cash Payment Income,Income
883,11,Unapplied Cash Bill Payment Expense,Unapplied Cash Bill Payment Expense,Expenses
884,11,Arizona Dept. of Revenue Payable,Arizona Dept. of Revenue Payable,Other Current Liabilities
885,11,Board of Equalization Payable,Board of Equalization Payable,Other Current Liabilities
886,11,Services,Services,Income
887,11,Retained Earnings,Retained Earnings,Equity
888,11,Prepaid Expenses,Prepaid Expenses,Other Current Assets
889,11,Undeposited Funds,Undeposited Funds,Other Current Assets
890,11,Equipment Rental,Equipment Rental,Expenses
891,11,Fees Billed,Fees Billed,Income
892,11,Refunds-Allowances,Refunds-Allowances,Income
893,11,Job Materials,Job Materials,Expenses
894,11,Decks and Patios,Decks and Patios,Expenses
895,11,Hydrogen manufacturing,Hydrogen manufacturing,Income
896,11,Acetylene manufacturing,Acetylene manufacturing,Income
897,11,Industrial manufacturing,Industrial manufacturing,Income
898,11,Permits,Permits,Expenses
899,11,Accounting,Accounting,Expenses
900,12,Bookkeeper,Bookkeeper,Expenses
901,12,Lawyer,Lawyer,Expenses
902,12,Maintenance and Repair,Maintenance and Repair,Expenses
903,12,Building Repairs,Building Repairs,Expenses
904,12,Computer Repairs,Computer Repairs,Expenses
905,12,Advertising,Advertising,Expenses
906,12,Bank Charges,Bank Charges,Expenses
907,12,Commissions & fees,Commissions & fees,Expenses
908,12,Dues & Subscriptions,Dues & Subscriptions,Expenses
909,12,Insurance,Insurance,Expenses
910,12,Legal & Professional Fees,Legal & Professional Fees,Expenses
911,12,Meals and Entertainment,Meals and Entertainment,Expenses
912,12,Miscellaneous,Miscellaneous,Other Expense
913,12,Office Expenses,Office Expenses,Expenses
914,12,Promotional,Promotional,Expenses
915,12,Rent or Lease,Rent or Lease,Expenses
916,12,Repair & Maintenance (deleted),Repair & Maintenance (deleted),Expenses
917,12,Stationery & Printing,Stationery & Printing,Expenses
918,12,Supplies,Supplies,Expenses
919,12,Taxes & Licenses,Taxes & Licenses,Expenses
920,12,Travel,Travel,Expenses
921,12,Travel Meals,Travel Meals,Expenses
922,12,Utilities,Utilities,Expenses
923,12,Interest Earned,Interest Earned,Other Income
924,12,Other Portfolio Income,Other Portfolio Income,Other Income
925,12,Penalties & Settlements,Penalties & Settlements,Other Expense
926,12,Disposal Fees,Disposal Fees,Expenses
927,12,Equipment Rental,Equipment Rental,Expenses
928,12,Uncategorized Income,Uncategorized Income,Income
929,12,Uncategorized Expense,Uncategorized Expense,Expenses
930,12,Uncategorized Asset,Uncategorized Asset,Other Current Assets
931,12,Accounts Payable (A/P),Accounts Payable (A/P),Accounts payable (A/P)
932,12,Acidizing and chemically treating wells,Acidizing and chemically treating wells,Income
933,12,Checking,Checking,Bank
934,12,Savings,Savings,Bank
935,12,Truck,Truck,Fixed Assets
936,12,Original Cost,Original Cost,Fixed Assets
937,12,Depreciation,Depreciation,Fixed Assets
938,12,Depreciation,Depreciation,Other Expense
939,12,Mastercard,Mastercard,Credit Card
940,12,Visa,Visa,Credit Card
941,12,Loan Payable,Loan Payable,Other Current Liabilities
942,12,Notes Payable,Notes Payable,Long Term Liabilities
943,12,Perforating well casings,Perforating well casings,Income
944,12,Job Materials,Job Materials,Income
945,12,Decks and Patios,Decks and Patios,Income
946,12,Surveying wells,Surveying wells,Income
947,12,Metal ore exploration,Metal ore exploration,Income
948,12,Contract mining,Contract mining,Income
949,12,Labor,Labor,Income
950,12,Installation,Installation,Income
951,12,Maintenance and Repair,Maintenance and Repair,Income
952,12,Coal exploration,Coal exploration,Income
953,12,Automobile,Automobile,Expenses
954,12,Fuel,Fuel,Expenses
955,12,Workers Compensation,Workers Compensation,Expenses
956,12,Job Expenses,Job Expenses,Expenses
957,12,Cost of Labor,Cost of Labor,Expenses
958,12,Installation,Installation,Expenses
959,12,Maintenance and Repairs,Maintenance and Repairs,Expenses
960,12,Equipment Repairs,Equipment Repairs,Expenses
961,12,Gas and Electric,Gas and Electric,Expenses
962,12,Telephone,Telephone,Expenses
963,12,Purchases,Purchases,Expenses
964,12,Nonmetallic mineral ore exploration,Nonmetallic mineral ore exploration,Income
965,12,Drilling oil and gas wells,Drilling oil and gas wells,Income
966,12,Cementing wells,Cementing wells,Income
967,12,Design income,Design income,Income
968,12,Other Income,Other Income,Income
969,12,Accounts Receivable (A/R),Accounts Receivable (A/R),Accounts receivable (A/R)
970,12,Billable Expense Income,Billable Expense Income,Income
971,12,Discounts given,Discounts given,Income
972,12,Unapplied Cash Payment Income,Unapplied Cash Payment Income,Income
973,12,Unapplied Cash Bill Payment Expense,Unapplied Cash Bill Payment Expense,Expenses
974,12,Arizona Dept. of Revenue Payable,Arizona Dept. of Revenue Payable,Other Current Liabilities
975,12,Board of Equalization Payable,Board of Equalization Payable,Other Current Liabilities
976,12,Services,Services,Income
977,12,Retained Earnings,Retained Earnings,Equity
978,12,Prepaid Expenses,Prepaid Expenses,Other Current Assets
979,12,Undeposited Funds,Undeposited Funds,Other Current Assets
980,12,Equipment Rental,Equipment Rental,Expenses
981,12,Fees Billed,Fees Billed,Income
982,12,Refunds-Allowances,Refunds-Allowances,Income
983,12,Job Materials,Job Materials,Expenses
984,12,Decks and Patios,Decks and Patios,Expenses
985,12,"Running, cutting and pulling casings, tubes and rods","Running, cutting and pulling casings, tubes and rods",Income
986,12,Metal ore exploration,Metal ore exploration,Income
987,12,Contract mining,Contract mining,Income
988,12,Permits,Permits,Expenses
989,12,Accounting,Accounting,Expenses
990,13,Bookkeeper,Bookkeeper,Expenses
991,13,Lawyer,Lawyer,Expenses
992,13,Maintenance and Repair,Maintenance and Repair,Expenses
993,13,Building Repairs,Building Repairs,Expenses
994,13,Computer Repairs,Computer Repairs,Expenses
995,13,Advertising,Advertising,Expenses
996,13,Bank Charges,Bank Charges,Expenses
997,13,Commissions & fees,Commissions & fees,Expenses
998,13,Dues & Subscriptions,Dues & Subscriptions,Expenses
999,13,Insurance,Insurance,Expenses
1000,13,Legal & Professional Fees,Legal & Professional Fees,Expenses
1001,13,Meals and Entertainment,Meals and Entertainment,Expenses
1002,13,Miscellaneous,Miscellaneous,Other Expense
1003,13,Office Expenses,Office Expenses,Expenses
1004,13,Promotional,Promotional,Expenses
1005,13,Rent or Lease,Rent or Lease,Expenses
1006,13,Repair & Maintenance (deleted),Repair & Maintenance (deleted),Expenses
1007,13,Stationery & Printing,Stationery & Printing,Expenses
1008,13,Supplies,Supplies,Expenses
1009,13,Taxes & Licenses,Taxes & Licenses,Expenses
1010,13,Travel,Travel,Expenses
1011,13,Travel Meals,Travel Meals,Expenses
1012,13,Utilities,Utilities,Expenses
1013,13,Interest Earned,Interest Earned,Other Income
1014,13,Other Portfolio Income,Other Portfolio Income,Other Income
1015,13,Penalties & Settlements,Penalties & Settlements,Other Expense
1016,13,Disposal Fees,Disposal Fees,Expenses
1017,13,Equipment Rental,Equipment Rental,Expenses
1018,13,Uncategorized Income,Uncategorized Income,Income
1019,13,Uncategorized Expense,Uncategorized Expense,Expenses
1020,13,Uncategorized Asset,Uncategorized Asset,Other Current Assets
1021,13,Accounts Payable (A/P),Accounts Payable (A/P),Accounts payable (A/P)
1022,13,Photography,Photography,Income
1023,13,Checking,Checking,Bank
1024,13,Savings,Savings,Bank
1025,13,Truck,Truck,Fixed Assets
1026,13,Original Cost,Original Cost,Fixed Assets
1027,13,Depreciation,Depreciation,Fixed Assets
1028,13,Depreciation,Depreciation,Other Expense
1029,13,Mastercard,Mastercard,Credit Card
1030,13,Visa,Visa,Credit Card
1031,13,Loan Payable,Loan Payable,Other Current Liabilities
1032,13,Notes Payable,Notes Payable,Long Term Liabilities
1033,13,Flowers,Flowers,Income
1034,13,Job Materials,Job Materials,Income
1035,13,Decks and Patios,Decks and Patios,Income
1036,13,Food & drink,Food & drink,Income
1037,13,Transportation,Transportation,Income
1038,13,Party favors,Party favors,Income
1039,13,Labor,Labor,Income
1040,13,Installation,Installation,Income
1041,13,Maintenance and Repair,Maintenance and Repair,Income
1042,13,Musicians,Musicians,Income
1043,13,Automobile,Automobile,Expenses
1044,13,Fuel,Fuel,Expenses
1045,13,Workers Compensation,Workers Compensation,Expenses
1046,13,Job Expenses,Job Expenses,Expenses
1047,13,Cost of Labor,Cost of Labor,Expenses
1048,13,Installation,Installation,Expenses
1049,13,Maintenance and Repairs,Maintenance and Repairs,Expenses
1050,13,Equipment Repairs,Equipment Repairs,Expenses
1051,13,Gas and Electric,Gas and Electric,Expenses
1052,13,Telephone,Telephone,Expenses
1053,13,Purchases,Purchases,Expenses
1054,13,Invitations,Invitations,Income
1055,13,Attire and accessories,Attire and accessories,Income
1056,13,Coordinators,Coordinators,Income
1057,13,Design income,Design income,Income
1058,13,Other Income,Other Income,Income
1059,13,Accounts Receivable (A/R),Accounts Receivable (A/R),Accounts receivable (A/R)
1060,13,Billable Expense Income,Billable Expense Income,Income
1061,13,Discounts given,Discounts given,Income
1062,13,Unapplied Cash Payment Income,Unapplied Cash Payment Income,Income
1063,13,Unapplied Cash Bill Payment Expense,Unapplied Cash Bill Payment Expense,Expenses
1064,13,Arizona Dept. of Revenue Payable,Arizona Dept. of Revenue Payable,Other Current Liabilities
1065,13,Board of Equalization Payable,Board of Equalization Payable,Other Current Liabilities
1066,13,Services,Services,Income
1067,13,Retained Earnings,Retained Earnings,Equity
1068,13,Prepaid Expenses,Prepaid Expenses,Other Current Assets
1069,13,Undeposited Funds,Undeposited Funds,Other Current Assets
1070,13,Equipment Rental,Equipment Rental,Expenses
1071,13,Fees Billed,Fees Billed,Income
1072,13,Refunds-Allowances,Refunds-Allowances,Income
1073,13,Job Materials,Job Materials,Expenses
1074,13,Decks and Patios,Decks and Patios,Expenses
1075,13,Ceremony & reception venue,Ceremony & reception venue,Income
1076,13,Transportation,Transportation,Income
1077,13,Party favors,Party favors,Income
1078,13,Permits,Permits,Expenses
1079,13,Accounting,Accounting,Expenses
1080,14,Bookkeeper,Bookkeeper,Expenses
1081,14,Lawyer,Lawyer,Expenses
1082,14,Maintenance and Repair,Maintenance and Repair,Expenses
1083,14,Building Repairs,Building Repairs,Expenses
1084,14,Computer Repairs,Computer Repairs,Expenses
1085,14,Advertising,Advertising,Expenses
1086,14,Bank Charges,Bank Charges,Expenses
1087,14,Commissions & fees,Commissions & fees,Expenses
1088,14,Dues & Subscriptions,Dues & Subscriptions,Expenses
1089,14,Insurance,Insurance,Expenses
1090,14,Legal & Professional Fees,Legal & Professional Fees,Expenses
1091,14,Meals and Entertainment,Meals and Entertainment,Expenses
1092,14,Miscellaneous,Miscellaneous,Other Expense
1093,14,Office Expenses,Office Expenses,Expenses
1094,14,Promotional,Promotional,Expenses
1095,14,Rent or Lease,Rent or Lease,Expenses
1096,14,Repair & Maintenance (deleted),Repair & Maintenance (deleted),Expenses
1097,14,Stationery & Printing,Stationery & Printing,Expenses
1098,14,Supplies,Supplies,Expenses
1099,14,Taxes & Licenses,Taxes & Licenses,Expenses
1100,14,Travel,Travel,Expenses
1101,14,Travel Meals,Travel Meals,Expenses
1102,14,Utilities,Utilities,Expenses
1103,14,Interest Earned,Interest Earned,Other Income
1104,14,Other Portfolio Income,Other Portfolio Income,Other Income
1105,14,Penalties & Settlements,Penalties & Settlements,Other Expense
1106,14,Disposal Fees,Disposal Fees,Expenses
1107,14,Equipment Rental,Equipment Rental,Expenses
1108,14,Uncategorized Income,Uncategorized Income,Income
1109,14,Uncategorized Expense,Uncategorized Expense,Expenses
1110,14,Uncategorized Asset,Uncategorized Asset,Other Current Assets
1111,14,Accounts Payable (A/P),Accounts Payable (A/P),Accounts payable (A/P)
1112,14,Project planning and economic assessments,Project planning and economic assessments,Income
1113,14,Checking,Checking,Bank
1114,14,Savings,Savings,Bank
1115,14,Truck,Truck,Fixed Assets
1116,14,Original Cost,Original Cost,Fixed Assets
1117,14,Depreciation,Depreciation,Fixed Assets
1118,14,Depreciation,Depreciation,Other Expense
1119,14,Mastercard,Mastercard,Credit Card
1120,14,Visa,Visa,Credit Card
1121,14,Loan Payable,Loan Payable,Other Current Liabilities
1122,14,Notes Payable,Notes Payable,Long Term Liabilities
1123,14,Process management,Process management,Income
1124,14,Job Materials,Job Materials,Income
1125,14,Decks and Patios,Decks and Patios,Income
1126,14,Design and management services,Design and management services,Income
