transaction_id,date,region,product,channel,transaction_type,amount,cost,margin,customer_id,vendor_id,description
b3a7bda3,2023-04-09,North,Training,Agency,Payment,101677.42,60859.13,40818.29,CUST-9784,VEND-4571,Payment - Training - North
15a2a9f7,2023-04-09,Mekong,Support,Online,Invoice,79991.29,51893.74,28097.55,CUST-3997,VEND-7027,Invoice - Support - Mekong
39626c38,2023-04-09,Highlands,Support,Online,Estimate,69371.77,49211.01,20160.76,CUST-1705,VEND-7295,Estimate - Support - Highlands
403bbb65,2023-04-09,Central,Cloud Services,Direct,Invoice,106284.42,72798.56,33485.86,CUST-9486,VEND-9933,Invoice - Cloud Services - Central
5db6567e,2023-04-09,Mekong,Maintenance,Direct,Invoice,66023.06,44523.12,21499.94,CUST-9116,VEND-2863,Invoice - Maintenance - Mekong
d77421ca,2023-04-09,Urban,Cloud Services,Direct,Invoice,164923.4,99190.88,65732.52,CUST-4006,VEND-9812,Invoice - Cloud Services - Urban
1d231cdd,2023-04-09,Urban,Training,Online,Payment,119871.35,82582.81,37288.54,CUST-4004,VEND-8531,Payment - Training - Urban
0a8c1e29,2023-04-09,Highlands,Support,Direct,Payment,55561.38,37730.65,17830.73,CUST-3971,VEND-6889,Payment - Support - Highlands
182e37db,2023-04-09,Central,Consulting,Direct,Estimate,93569.94,56737.35,36832.59,CUST-5383,VEND-8282,Estimate - Consulting - Central
21a31b4c,2023-04-09,South,Security,Direct,Invoice,127320.16,82293.26,45026.9,CUST-3908,VEND-9907,Invoice - Security - South
7c29e978,2023-04-09,Mekong,Support,Online,Payment,74670.57,48744.78,25925.79,CUST-3733,VEND-9501,Payment - Support - Mekong
c02504e1,2023-04-09,Mekong,Consulting,Partner,Invoice,81963.26,49262.69,32700.57,CUST-7994,VEND-3166,Invoice - Consulting - Mekong
c77df104,2023-04-09,South,Hardware,Partner,Invoice,115849.01,73156.05,42692.96,CUST-5830,VEND-4709,Invoice - Hardware - South
0efa82ae,2023-04-09,North,Support,Contract,Payment,113736.78,68471.0,45265.78,CUST-9454,VEND-9486,Payment - Support - North
3efc40a3,2023-04-09,South,Support,Online,Payment,112098.38,75275.02,36823.36,CUST-3800,VEND-4005,Payment - Support - South
ff3f1bd7,2023-04-09,Highlands,Hardware,Partner,Invoice,74773.32,44511.72,30261.6,CUST-7810,VEND-8152,Invoice - Hardware - Highlands
f7b74fab,2023-04-09,Mekong,Training,Agency,Invoice,64416.32,40418.07,23998.25,CUST-7016,VEND-6482,Invoice - Training - Mekong
10ba0dfb,2023-04-09,Highlands,Consulting,Partner,Invoice,79146.57,50914.29,28232.28,CUST-4741,VEND-4322,Invoice - Consulting - Highlands
493b60a6,2023-04-09,Mekong,Training,Online,Payment,68662.94,45338.55,23324.39,CUST-2862,VEND-9369,Payment - Training - Mekong
f92ddca7,2023-04-09,South,Cloud Services,Direct,Sales Receipt,137224.02,86930.12,50293.9,CUST-4099,VEND-9413,Sales Receipt - Cloud Services - South
a1c3a497,2023-04-09,South,Support,Partner,Invoice,78255.96,52445.86,25810.1,CUST-4908,VEND-9556,Invoice - Support - South
e45d1b74,2023-04-09,South,Integration,Agency,Invoice,134266.45,85275.85,48990.6,CUST-3807,VEND-9091,Invoice - Integration - South
d5a8fdb9,2023-04-09,Urban,Support,Contract,Invoice,129572.21,91678.35,37893.86,CUST-4303,VEND-2668,Invoice - Support - Urban
76921432,2023-04-09,Urban,Integration,Contract,Invoice,176372.12,120598.89,55773.23,CUST-6396,VEND-9209,Invoice - Integration - Urban
c358f1d0,2023-04-09,Urban,Support,Direct,Invoice,111228.65,75709.77,35518.88,CUST-5463,VEND-9271,Invoice - Support - Urban
cd360a4d,2023-04-09,Highlands,Software Dev,Partner,Invoice,81305.89,52286.6,29019.29,CUST-9571,VEND-5675,Invoice - Software Dev - Highlands
a1679fd9,2023-04-09,North,Cloud Services,Online,Payment,197662.81,141192.54,56470.27,CUST-7422,VEND-5482,Payment - Cloud Services - North
eacaa9fe,2023-04-09,Urban,Hardware,Direct,Payment,145276.42,85615.32,59661.1,CUST-3692,VEND-1955,Payment - Hardware - Urban
8e9905c4,2023-04-09,Urban,Cloud Services,Partner,Invoice,158065.2,101557.06,56508.14,CUST-9822,VEND-6458,Invoice - Cloud Services - Urban
40f78551,2023-04-09,Urban,Support,Direct,Payment,106148.66,74298.58,31850.08,CUST-1910,VEND-6737,Payment - Support - Urban
5d2323ce,2023-04-09,Urban,Maintenance,Partner,Credit Memo,116352.05,68295.57,48056.48,CUST-5409,VEND-7877,Credit Memo - Maintenance - Urban
f84e9ccc,2023-04-09,South,Software Dev,Agency,Credit Memo,165108.56,99845.17,65263.39,CUST-4385,VEND-1422,Credit Memo - Software Dev - South
66bb41b9,2023-04-09,Highlands,Software Dev,Agency,Payment,99386.43,58701.84,40684.59,CUST-6538,VEND-5487,Payment - Software Dev - Highlands
d4b53244,2023-04-09,Urban,Consulting,Agency,Sales Receipt,169847.41,120457.42,49389.99,CUST-6077,VEND-9483,Sales Receipt - Consulting - Urban
77ca73ae,2023-04-09,Mekong,Analytics,Agency,Sales Receipt,97963.66,66975.5,30988.16,CUST-7761,VEND-4876,Sales Receipt - Analytics - Mekong
ceb51206,2023-04-09,Mekong,Security,Direct,Invoice,91432.6,61005.16,30427.44,CUST-9039,VEND-4081,Invoice - Security - Mekong
3ff48d88,2023-04-09,Urban,Support,Direct,Payment,105197.6,65536.29,39661.31,CUST-5105,VEND-7775,Payment - Support - Urban
ec1c8f5f,2023-04-09,Urban,Software Dev,Online,Payment,216660.64,145478.32,71182.32,CUST-5376,VEND-4094,Payment - Software Dev - Urban
d3184aa0,2023-04-09,Mekong,Security,Online,Payment,112916.84,78465.2,34451.64,CUST-5065,VEND-6813,Payment - Security - Mekong
aa891e50,2023-04-09,Mekong,Integration,Direct,Payment,82061.72,49118.22,32943.5,CUST-1894,VEND-3295,Payment - Integration - Mekong
3384a761,2023-04-09,South,Maintenance,Online,Estimate,127993.32,75085.52,52907.8,CUST-6919,VEND-9445,Estimate - Maintenance - South
a57c0abe,2023-04-09,Urban,Training,Online,Credit Memo,120532.55,74290.71,46241.84,CUST-6017,VEND-2117,Credit Memo - Training - Urban
e0be9443,2023-04-09,Urban,Security,Direct,Credit Memo,152237.44,103475.83,48761.61,CUST-5219,VEND-1052,Credit Memo - Security - Urban
a7a2be85,2023-04-09,North,Integration,Contract,Payment,166032.42,103454.59,62577.83,CUST-1326,VEND-4137,Payment - Integration - North
25e411e3,2023-04-09,South,Training,Direct,Credit Memo,79344.67,52718.32,26626.35,CUST-6143,VEND-4662,Credit Memo - Training - South
0bd28a13,2023-04-09,Urban,Software Dev,Direct,Credit Memo,172473.53,118529.61,53943.92,CUST-2532,VEND-4118,Credit Memo - Software Dev - Urban
68e62c8d,2023-04-09,South,Hardware,Online,Estimate,144241.39,101519.07,42722.32,CUST-7785,VEND-5518,Estimate - Hardware - South
ed7f1497,2023-04-09,North,Software Dev,Partner,Invoice,140677.51,93216.56,47460.95,CUST-8303,VEND-6751,Invoice - Software Dev - North
629a0686,2023-04-09,South,Security,Partner,Payment,116840.71,77894.38,38946.33,CUST-9883,VEND-1996,Payment - Security - South
b2476374,2023-04-09,Highlands,Support,Contract,Invoice,66750.61,45731.61,21019.0,CUST-7938,VEND-8366,Invoice - Support - Highlands
cea55aa0,2023-04-09,Central,Analytics,Contract,Invoice,121258.55,75882.22,45376.33,CUST-9948,VEND-8199,Invoice - Analytics - Central
8eee3318,2023-04-09,Urban,Maintenance,Contract,Estimate,151635.09,91930.15,59704.94,CUST-5845,VEND-9353,Estimate - Maintenance - Urban
0b560ef8,2023-04-09,North,Integration,Contract,Invoice,166393.72,116856.33,49537.39,CUST-6205,VEND-9644,Invoice - Integration - North
a9fdf251,2023-04-09,South,Analytics,Partner,Payment,119702.29,71875.32,47826.97,CUST-2717,VEND-8923,Payment - Analytics - South
3ef64610,2023-04-09,Central,Training,Contract,Invoice,75984.23,47329.97,28654.26,CUST-2207,VEND-2151,Invoice - Training - Central
20b1d7d1,2023-04-09,South,Maintenance,Online,Sales Receipt,125702.41,79396.69,46305.72,CUST-8204,VEND-1754,Sales Receipt - Maintenance - South
0746ce20,2023-04-09,Highlands,Cloud Services,Online,Invoice,114784.8,69443.73,45341.07,CUST-3559,VEND-4555,Invoice - Cloud Services - Highlands
6b7cf010,2023-04-09,South,Security,Agency,Payment,141591.63,89534.61,52057.02,CUST-7597,VEND-2354,Payment - Security - South
bb91b42e,2023-04-09,Mekong,Maintenance,Online,Payment,84412.43,51913.88,32498.55,CUST-7788,VEND-3847,Payment - Maintenance - Mekong
b93f0ad4,2023-04-09,Mekong,Security,Partner,Estimate,83204.98,49960.91,33244.07,CUST-4790,VEND-3611,Estimate - Security - Mekong
cb3b36ea,2023-04-09,Mekong,Training,Online,Estimate,71420.48,49400.46,22020.02,CUST-9395,VEND-3273,Estimate - Training - Mekong
197a8082,2023-04-09,Highlands,Security,Agency,Credit Memo,84272.91,59889.78,24383.13,CUST-3792,VEND-5231,Credit Memo - Security - Highlands
1bda41f5,2023-04-09,North,Security,Online,Invoice,171899.54,101889.45,70010.09,CUST-3904,VEND-3100,Invoice - Security - North
fc15903a,2023-04-09,South,Security,Online,Invoice,165584.32,105826.56,59757.76,CUST-5260,VEND-6508,Invoice - Security - South
8d1ed275,2023-04-09,Central,Training,Agency,Invoice,68758.46,45949.43,22809.03,CUST-7048,VEND-9874,Invoice - Training - Central
60828a59,2023-04-09,Urban,Security,Online,Payment,192895.21,114619.57,78275.64,CUST-3004,VEND-1713,Payment - Security - Urban
c17f15b3,2023-04-09,Central,Software Dev,Direct,Payment,108191.27,65388.63,42802.64,CUST-4316,VEND-5135,Payment - Software Dev - Central
83df602f,2023-04-09,South,Cloud Services,Partner,Invoice,117073.02,78196.94,38876.08,CUST-1928,VEND-5923,Invoice - Cloud Services - South
febe7298,2023-04-09,Central,Analytics,Online,Sales Receipt,126177.92,81961.33,44216.59,CUST-6812,VEND-6883,Sales Receipt - Analytics - Central
37bdae47,2023-04-09,South,Software Dev,Direct,Estimate,143125.67,97921.94,45203.73,CUST-6930,VEND-6214,Estimate - Software Dev - South
ac7332d5,2023-04-09,Mekong,Support,Direct,Invoice,58098.44,35991.42,22107.02,CUST-5675,VEND-7414,Invoice - Support - Mekong
ea9ba655,2023-04-09,South,Software Dev,Contract,Credit Memo,161753.88,98086.95,63666.93,CUST-2492,VEND-5090,Credit Memo - Software Dev - South
40b1300e,2023-04-09,South,Cloud Services,Partner,Payment,124561.76,74459.44,50102.32,CUST-9434,VEND-5881,Payment - Cloud Services - South
f47b1652,2023-04-09,South,Analytics,Agency,Sales Receipt,148013.2,93731.56,54281.64,CUST-6504,VEND-4604,Sales Receipt - Analytics - South
23b1b7af,2023-04-09,Urban,Cloud Services,Direct,Estimate,180175.75,118364.91,61810.84,CUST-1073,VEND-9608,Estimate - Cloud Services - Urban
a42704bd,2023-04-09,North,Software Dev,Agency,Invoice,179168.33,123197.31,55971.02,CUST-4771,VEND-4406,Invoice - Software Dev - North
3d4e03c6,2023-04-09,Central,Security,Contract,Payment,109679.41,78325.12,31354.29,CUST-4989,VEND-1333,Payment - Security - Central
4d8cfcf1,2023-04-09,North,Consulting,Online,Invoice,176466.16,113455.76,63010.4,CUST-5807,VEND-8301,Invoice - Consulting - North
4465aa55,2023-04-09,Central,Security,Direct,Invoice,94062.93,63750.65,30312.28,CUST-9915,VEND-2619,Invoice - Security - Central
3686fa0d,2023-04-09,Urban,Integration,Direct,Credit Memo,143379.19,89564.77,53814.42,CUST-8640,VEND-1681,Credit Memo - Integration - Urban
40ed75b9,2023-04-09,Highlands,Consulting,Agency,Sales Receipt,85922.55,60219.86,25702.69,CUST-9879,VEND-5833,Sales Receipt - Consulting - Highlands
d7243309,2023-04-09,Highlands,Support,Contract,Payment,68345.75,41371.5,26974.25,CUST-8556,VEND-9378,Payment - Support - Highlands
44f56ba4,2023-04-09,Mekong,Maintenance,Direct,Estimate,69334.47,45157.26,24177.21,CUST-4138,VEND-5513,Estimate - Maintenance - Mekong
2a637ec5,2023-04-09,Urban,Cloud Services,Contract,Invoice,199439.39,127899.93,71539.46,CUST-5021,VEND-8044,Invoice - Cloud Services - Urban
b55a592f,2023-04-09,North,Consulting,Partner,Invoice,129207.48,76934.1,52273.38,CUST-6708,VEND-2982,Invoice - Consulting - North
7ccdb539,2023-04-09,Central,Integration,Online,Invoice,117737.27,78085.15,39652.12,CUST-9440,VEND-5299,Invoice - Integration - Central
e85254a4,2023-04-09,South,Support,Direct,Invoice,89014.37,61289.76,27724.61,CUST-9657,VEND-3163,Invoice - Support - South
aea04310,2023-04-09,Highlands,Hardware,Agency,Invoice,83748.97,51175.95,32573.02,CUST-6021,VEND-1701,Invoice - Hardware - Highlands
2689d4d2,2023-04-09,Highlands,Maintenance,Agency,Credit Memo,64964.06,40940.58,24023.48,CUST-7072,VEND-7300,Credit Memo - Maintenance - Highlands
467fc354,2023-04-09,Mekong,Cloud Services,Online,Invoice,115969.71,70795.27,45174.44,CUST-2680,VEND-7023,Invoice - Cloud Services - Mekong
629259b5,2023-04-09,South,Training,Contract,Credit Memo,93662.53,62350.95,31311.58,CUST-6467,VEND-9528,Credit Memo - Training - South
cd1e6a7f,2023-04-09,North,Analytics,Direct,Estimate,142094.8,101314.37,40780.43,CUST-2880,VEND-3680,Estimate - Analytics - North
47e88fd1,2023-04-09,North,Analytics,Agency,Sales Receipt,155194.0,101170.67,54023.33,CUST-2605,VEND-2118,Sales Receipt - Analytics - North
2b1ef37d,2023-04-09,Highlands,Maintenance,Direct,Estimate,62177.04,40372.06,21804.98,CUST-7533,VEND-6974,Estimate - Maintenance - Highlands
5e854dad,2023-04-09,South,Cloud Services,Partner,Payment,124984.28,76989.33,47994.95,CUST-9434,VEND-5464,Payment - Cloud Services - South
ac954319,2023-04-09,Central,Security,Agency,Estimate,99924.65,66601.74,33322.91,CUST-2550,VEND-8771,Estimate - Security - Central
83552294,2023-04-09,Urban,Support,Online,Invoice,122179.0,80496.85,41682.15,CUST-2827,VEND-5993,Invoice - Support - Urban
8aabb212,2023-04-09,Urban,Cloud Services,Online,Invoice,207469.67,123945.13,83524.54,CUST-5827,VEND-9231,Invoice - Cloud Services - Urban
a4d462f4,2023-04-09,Mekong,Security,Online,Payment,104747.08,70359.52,34387.56,CUST-9984,VEND-6500,Payment - Security - Mekong
96969ffa,2023-04-09,Mekong,Support,Direct,Payment,57706.18,40087.42,17618.76,CUST-9161,VEND-7396,Payment - Support - Mekong
9c0efb8c,2023-04-09,North,Analytics,Direct,Invoice,150006.11,102687.55,47318.56,CUST-4046,VEND-2625,Invoice - Analytics - North
369c1a9f,2023-04-09,North,Support,Agency,Credit Memo,100787.77,61814.38,38973.39,CUST-3008,VEND-8063,Credit Memo - Support - North
1ffa44d9,2023-04-09,Highlands,Maintenance,Agency,Invoice,72451.8,50730.18,21721.62,CUST-4419,VEND-4608,Invoice - Maintenance - Highlands
26aa429b,2023-04-09,Highlands,Maintenance,Contract,Sales Receipt,79664.32,47390.33,32273.99,CUST-9950,VEND-5797,Sales Receipt - Maintenance - Highlands
0846d4c5,2023-04-09,South,Analytics,Partner,Payment,114210.7,75776.36,38434.34,CUST-4322,VEND-7089,Payment - Analytics - South
6062986c,2023-04-09,Mekong,Integration,Direct,Payment,81881.45,54820.9,27060.55,CUST-4295,VEND-2978,Payment - Integration - Mekong
9209b5f6,2023-04-09,Central,Training,Online,Credit Memo,77521.54,50364.2,27157.34,CUST-2755,VEND-7846,Credit Memo - Training - Central
fec86821,2023-04-10,Mekong,Security,Contract,Invoice,90848.63,60691.12,30157.51,CUST-5982,VEND-1302,Invoice - Security - Mekong
9ce840d1,2023-04-10,North,Cloud Services,Direct,Payment,140467.66,98628.2,41839.46,CUST-4270,VEND-5087,Payment - Cloud Services - North
cb6b3b30,2023-04-10,Highlands,Software Dev,Partner,Payment,88631.49,59176.24,29455.25,CUST-3716,VEND-7484,Payment - Software Dev - Highlands
584988e4,2023-04-10,Central,Cloud Services,Contract,Invoice,137063.1,94897.6,42165.5,CUST-8676,VEND-8566,Invoice - Cloud Services - Central
964c6253,2023-04-10,Highlands,Cloud Services,Direct,Sales Receipt,90155.09,58156.47,31998.62,CUST-4641,VEND-6733,Sales Receipt - Cloud Services - Highlands
81d2e364,2023-04-10,South,Cloud Services,Agency,Estimate,152336.28,96674.16,55662.12,CUST-4927,VEND-1269,Estimate - Cloud Services - South
e558bffc,2023-04-10,North,Support,Partner,Credit Memo,90596.57,61029.15,29567.42,CUST-3298,VEND-8043,Credit Memo - Support - North
1a1d27af,2023-04-10,Highlands,Consulting,Direct,Invoice,85454.23,57036.35,28417.88,CUST-9034,VEND-1515,Invoice - Consulting - Highlands
33d33c07,2023-04-10,North,Training,Partner,Payment,92354.22,56086.28,36267.94,CUST-1824,VEND-3667,Payment - Training - North
138bc25b,2023-04-10,Urban,Support,Partner,Payment,99600.29,69213.13,30387.16,CUST-6098,VEND-3416,Payment - Support - Urban
7ca01467,2023-04-10,Mekong,Security,Online,Sales Receipt,98566.21,62663.02,35903.19,CUST-1535,VEND-5453,Sales Receipt - Security - Mekong
03b559d1,2023-04-10,Highlands,Maintenance,Contract,Invoice,68819.38,42798.84,26020.54,CUST-5471,VEND-8658,Invoice - Maintenance - Highlands
de251137,2023-04-10,Mekong,Support,Partner,Sales Receipt,59685.38,38781.65,20903.73,CUST-2539,VEND-6176,Sales Receipt - Support - Mekong
07f1cacb,2023-04-10,Highlands,Support,Online,Estimate,69464.81,44318.82,25145.99,CUST-1100,VEND-1288,Estimate - Support - Highlands
ef63150b,2023-04-10,Urban,Cloud Services,Agency,Payment,185915.76,132131.28,53784.48,CUST-1357,VEND-3349,Payment - Cloud Services - Urban
74a43353,2023-04-10,South,Maintenance,Online,Payment,114173.07,81132.11,33040.96,CUST-2369,VEND-1597,Payment - Maintenance - South
19bba03d,2023-04-10,North,Security,Partner,Credit Memo,126394.71,89850.17,36544.54,CUST-6977,VEND-4545,Credit Memo - Security - North
f4b2f9e2,2023-04-10,Central,Training,Agency,Sales Receipt,68892.03,43884.11,25007.92,CUST-5691,VEND-8330,Sales Receipt - Training - Central
76a7365f,2023-04-10,North,Consulting,Partner,Payment,131434.34,78995.37,52438.97,CUST-4834,VEND-7285,Payment - Consulting - North
bab9dd62,2023-04-10,South,Security,Direct,Credit Memo,123754.07,79238.24,44515.83,CUST-8837,VEND-2036,Credit Memo - Security - South
8af758d2,2023-04-10,South,Support,Partner,Credit Memo,79649.37,54383.59,25265.78,CUST-8360,VEND-5397,Credit Memo - Support - South
acc98ee8,2023-04-10,Mekong,Training,Direct,Payment,54160.54,32836.18,21324.36,CUST-3598,VEND-6232,Payment - Training - Mekong
fb61474e,2023-04-10,North,Analytics,Agency,Sales Receipt,165143.03,115133.92,50009.11,CUST-7508,VEND-8624,Sales Receipt - Analytics - North
4336d1d1,2023-04-10,Mekong,Software Dev,Partner,Invoice,92998.1,65743.59,27254.51,CUST-8627,VEND-4139,Invoice - Software Dev - Mekong
d3303f8c,2023-04-10,South,Hardware,Partner,Payment,111779.38,71991.65,39787.73,CUST-3397,VEND-9441,Payment - Hardware - South
1fffedd2,2023-04-10,Mekong,Analytics,Contract,Payment,103494.43,62570.84,40923.59,CUST-4097,VEND-8877,Payment - Analytics - Mekong
7a6cb01f,2023-04-10,South,Support,Partner,Invoice,73240.61,49137.66,24102.95,CUST-9234,VEND-5543,Invoice - Support - South
8c164c84,2023-04-10,Urban,Software Dev,Direct,Payment,170816.35,106940.91,63875.44,CUST-9253,VEND-7100,Payment - Software Dev - Urban
9f631f31,2023-04-10,Mekong,Maintenance,Partner,Invoice,61532.68,37912.12,23620.56,CUST-4514,VEND-5998,Invoice - Maintenance - Mekong
eaea78dd,2023-04-10,North,Maintenance,Contract,Credit Memo,130662.36,77206.24,53456.12,CUST-8974,VEND-8552,Credit Memo - Maintenance - North
558f948c,2023-04-10,North,Hardware,Online,Invoice,177292.34,112684.75,64607.59,CUST-9658,VEND-1820,Invoice - Hardware - North
264b1258,2023-04-10,Highlands,Training,Partner,Estimate,50974.41,30116.0,20858.41,CUST-3994,VEND-9388,Estimate - Training - Highlands
b982f6f6,2023-04-10,Mekong,Software Dev,Contract,Payment,129129.99,78855.3,50274.69,CUST-1856,VEND-5611,Payment - Software Dev - Mekong
4416e929,2023-04-10,North,Training,Contract,Credit Memo,109834.65,72920.87,36913.78,CUST-2446,VEND-7913,Credit Memo - Training - North
92636ecd,2023-04-10,North,Consulting,Agency,Invoice,147100.47,93847.39,53253.08,CUST-4244,VEND-4181,Invoice - Consulting - North
a8512fe6,2023-04-10,Central,Hardware,Contract,Payment,107973.23,67641.74,40331.49,CUST-5180,VEND-5805,Payment - Hardware - Central
b4f8fff8,2023-04-10,South,Analytics,Agency,Payment,154705.12,97585.57,57119.55,CUST-5394,VEND-3809,Payment - Analytics - South
5d6a31a2,2023-04-10,Central,Integration,Contract,Invoice,119764.44,72898.51,46865.93,CUST-4843,VEND-4567,Invoice - Integration - Central
49dc984c,2023-04-10,South,Hardware,Agency,Payment,123393.91,72441.68,50952.23,CUST-7058,VEND-2667,Payment - Hardware - South
a767c245,2023-04-10,Mekong,Training,Contract,Payment,67794.58,47814.46,19980.12,CUST-8586,VEND-2853,Payment - Training - Mekong
2c2bf9fa,2023-04-10,Central,Security,Direct,Invoice,91598.21,64706.04,26892.17,CUST-9552,VEND-6998,Invoice - Security - Central
2706f3fc,2023-04-10,South,Maintenance,Agency,Payment,111864.64,71605.4,40259.24,CUST-9468,VEND-2179,Payment - Maintenance - South
406c8839,2023-04-10,Mekong,Maintenance,Agency,Invoice,78435.54,53466.29,24969.25,CUST-7384,VEND-8086,Invoice - Maintenance - Mekong
1d3e789d,2023-04-10,Highlands,Consulting,Online,Invoice,100205.26,64154.91,36050.35,CUST-8040,VEND-6574,Invoice - Consulting - Highlands
d86862b4,2023-04-10,Highlands,Analytics,Partner,Invoice,77209.8,47752.79,29457.01,CUST-6384,VEND-6790,Invoice - Analytics - Highlands
8c2d1318,2023-04-10,North,Analytics,Online,Payment,181555.55,118218.79,63336.76,CUST-1633,VEND-6121,Payment - Analytics - North
5f70cf4c,2023-04-10,Urban,Integration,Agency,Credit Memo,165136.25,105523.89,59612.36,CUST-3385,VEND-9255,Credit Memo - Integration - Urban
7f2908e5,2023-04-10,Urban,Training,Contract,Invoice,121194.12,82057.36,39136.76,CUST-7481,VEND-6255,Invoice - Training - Urban
1d35b287,2023-04-10,South,Maintenance,Partner,Invoice,94180.29,56565.03,37615.26,CUST-2345,VEND-1040,Invoice - Maintenance - South
5fbbf748,2023-04-10,Highlands,Hardware,Contract,Payment,87078.46,60744.08,26334.38,CUST-7205,VEND-8198,Payment - Hardware - Highlands
43d7bf46,2023-04-10,Central,Analytics,Agency,Invoice,116023.21,70399.23,45623.98,CUST-4449,VEND-4444,Invoice - Analytics - Central
92835894,2023-04-10,North,Consulting,Partner,Estimate,134205.21,89798.69,44406.52,CUST-2977,VEND-6826,Estimate - Consulting - North
1ffcf707,2023-04-10,Central,Maintenance,Online,Invoice,91313.52,61240.77,30072.75,CUST-2374,VEND-7957,Invoice - Maintenance - Central
78ca14f1,2023-04-10,Highlands,Hardware,Agency,Sales Receipt,77115.79,53306.88,23808.91,CUST-4818,VEND-2110,Sales Receipt - Hardware - Highlands
4669d976,2023-04-10,Mekong,Training,Contract,Sales Receipt,66424.17,41791.1,24633.07,CUST-5785,VEND-9470,Sales Receipt - Training - Mekong
1e7ff896,2023-04-10,North,Support,Direct,Invoice,98276.18,66248.29,32027.89,CUST-7473,VEND-4054,Invoice - Support - North
e8b065b4,2023-04-10,South,Maintenance,Online,Invoice,123769.68,77137.48,46632.2,CUST-8126,VEND-1231,Invoice - Maintenance - South
bea5cf7c,2023-04-10,Central,Training,Online,Invoice,77178.2,45850.02,31328.18,CUST-3978,VEND-6775,Invoice - Training - Central
e47c10c5,2023-04-10,Mekong,Hardware,Direct,Estimate,79119.93,47332.75,31787.18,CUST-1437,VEND-5519,Estimate - Hardware - Mekong
e72af34b,2023-04-10,Mekong,Maintenance,Online,Estimate,82772.24,52078.38,30693.86,CUST-4478,VEND-5527,Estimate - Maintenance - Mekong
2d344d7f,2023-04-10,North,Software Dev,Partner,Payment,152565.41,95306.93,57258.48,CUST-9616,VEND-1259,Payment - Software Dev - North
7b569e27,2023-04-10,South,Cloud Services,Online,Payment,173174.21,108127.2,65047.01,CUST-7032,VEND-4481,Payment - Cloud Services - South
3abc5da0,2023-04-10,Central,Security,Direct,Payment,95953.9,64529.44,31424.46,CUST-8455,VEND-5419,Payment - Security - Central
3b2bb310,2023-04-10,Highlands,Software Dev,Contract,Payment,109581.93,75860.28,33721.65,CUST-9228,VEND-1423,Payment - Software Dev - Highlands
e466d568,2023-04-10,Mekong,Maintenance,Online,Payment,88327.01,53796.34,34530.67,CUST-6857,VEND-4241,Payment - Maintenance - Mekong
9317bac1,2023-04-10,Urban,Software Dev,Contract,Invoice,204587.69,138869.98,65717.71,CUST-3862,VEND-6944,Invoice - Software Dev - Urban
7c2cd6fd,2023-04-10,South,Consulting,Online,Sales Receipt,159760.49,99986.41,59774.08,CUST-4819,VEND-2620,Sales Receipt - Consulting - South
35b6c8f3,2023-04-10,South,Analytics,Partner,Payment,124323.86,82113.74,42210.12,CUST-6525,VEND-6981,Payment - Analytics - South
210e58d4,2023-04-10,South,Security,Contract,Sales Receipt,153517.78,99910.84,53606.94,CUST-4094,VEND-3127,Sales Receipt - Security - South
85024ca4,2023-04-10,Mekong,Analytics,Partner,Payment,82768.63,53428.17,29340.46,CUST-1241,VEND-6136,Payment - Analytics - Mekong
e4a560f2,2023-04-10,Urban,Support,Partner,Estimate,102461.51,71052.32,31409.19,CUST-1829,VEND-3517,Estimate - Support - Urban
f380a49d,2023-04-10,Mekong,Maintenance,Direct,Payment,70102.1,42227.26,27874.84,CUST-7177,VEND-8876,Payment - Maintenance - Mekong
5e550537,2023-04-10,South,Support,Contract,Payment,101033.48,65304.55,35728.93,CUST-7059,VEND-9901,Payment - Support - South
e273326f,2023-04-10,Urban,Training,Online,Estimate,119102.97,76891.78,42211.19,CUST-8613,VEND-7245,Estimate - Training - Urban
590fe4e1,2023-04-10,Mekong,Hardware,Online,Credit Memo,92785.07,61490.5,31294.57,CUST-1127,VEND-8632,Credit Memo - Hardware - Mekong
54257adc,2023-04-10,Highlands,Hardware,Online,Estimate,87043.31,55156.97,31886.34,CUST-1419,VEND-4478,Estimate - Hardware - Highlands
9ef9c6f0,2023-04-10,South,Software Dev,Partner,Payment,138302.05,84873.51,53428.54,CUST-7708,VEND-1470,Payment - Software Dev - South
63f40761,2023-04-10,Highlands,Integration,Partner,Payment,68614.87,42564.88,26049.99,CUST-7819,VEND-5285,Payment - Integration - Highlands
b0bf9fcf,2023-04-10,North,Cloud Services,Agency,Estimate,162082.95,102547.14,59535.81,CUST-9700,VEND-3746,Estimate - Cloud Services - North
3422f45e,2023-04-10,Urban,Integration,Online,Payment,189145.99,111184.75,77961.24,CUST-3462,VEND-2417,Payment - Integration - Urban
ce0b84e3,2023-04-10,Mekong,Consulting,Partner,Sales Receipt,82830.87,49085.39,33745.48,CUST-5671,VEND-6197,Sales Receipt - Consulting - Mekong
e6780a00,2023-04-10,North,Integration,Contract,Payment,155044.2,94329.57,60714.63,CUST-5433,VEND-5309,Payment - Integration - North
631e5d66,2023-04-10,Mekong,Security,Partner,Invoice,82091.02,49152.9,32938.12,CUST-6596,VEND-2609,Invoice - Security - Mekong
744d3935,2023-04-10,Urban,Integration,Contract,Invoice,177936.72,110329.18,67607.54,CUST-3324,VEND-2300,Invoice - Integration - Urban
